,PropertyGFATotal,PropertyGFAParking,GFA_par_Building,GFA_par_Floor,GFABuilding_s,PrimaryPropertyType_T_Encoded,NumBuildings,NmbFloors,LargestUseType_GFA_proportion,SecondUseType_GFA_proportion,ThirdUseType_GFA_proportion,Ratio_Parking,Ratio_Building,Nombre_Usage_Type,proportion_Electricity,proportion_Steam,proportion_NaturalGas,Neighborhood_H_DOWNTOWN,Neighborhood_H_NORTHEAST,Neighborhood_H_EAST,Neighborhood_H_LAKE UNION,Neighborhood_H_GREATER DUWAMISH,Neighborhood_H_MAGNOLIA / QUEEN ANNE,Neighborhood_H_BALLARD,Neighborhood_H_NORTHWEST,Neighborhood_H_CENTRAL,Neighborhood_H_SOUTHEAST,Neighborhood_H_DELRIDGE,Neighborhood_H_NORTH,Neighborhood_H_SOUTHWEST,BuildingType_H_NonResidential,BuildingType_H_Nonresidential COS,BuildingType_H_Campus,BuildingType_H_SPS-District K-12,Age_Building_groupe_L,Co_stratification,ENERGYSTARScore
635,-0.5568853234691024,-0.32512581792811696,-0.5444667833459512,-0.2712589225749535,-0.5502487990532975,-0.6809150689530434,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,23.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,40.0,98.0
738,-0.3903511435839047,-0.32512581792811696,-0.37559175764413066,-0.22449406952397938,-0.3537569180493396,-0.4579573386422699,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,20.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,123.0,56.0
499,0.18185402761565822,-0.32512581792811696,0.204656471636217,-0.01673379491393931,0.3213817861295944,-0.4969845221187181,1.0,4.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,83.0
74,-0.275933822778356,-0.32512581792811696,-0.2595661585443512,-0.2624828945480113,-0.21875715643875707,0.3971617004665172,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,62.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,64.0,79.0
89,0.059789124227769684,-0.32512581792811696,0.08087579363287718,-0.1108475538070324,0.17735872439063616,-0.4969845221187181,1.0,4.0,100.0,0.0,0.0,0.0,100.0,1.0,43.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,15.0,61.0
1283,-0.3177089896493283,-0.32512581792811696,-0.30192852754209454,-0.11247782290231506,-0.268047224840272,-0.16436057046716165,1.0,2.0,100.0,0.0,0.0,0.0,100.0,2.0,51.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,89.0
691,-0.48266886097537076,-0.32512581792811696,-0.46920711581243285,-0.5615382384938801,-0.4626815961709466,-0.7946208380053232,1.0,5.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,77.0,4.0
913,-0.5524654027862859,-0.32512581792811696,-0.5399847351596558,-0.2576276383016244,-0.5450337823555024,-0.42849418777890996,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,59.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,30.0,70.0
0,-0.11057214048114838,-0.32512581792811696,-0.0918801113479861,-0.5416194989558782,-0.023648692681010147,0.3890279392304994,1.0,12.0,100.0,0.0,0.0,0.0,100.0,1.0,55.0,28.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,110.0,60.0
558,-0.4830311495559295,-0.32512581792811696,-0.4695744968113095,-0.36740924815716913,-0.4631090565560118,-0.16436057046716165,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,77.0,2.0
683,-0.5553637114307557,-0.32512581792811696,-0.5429237831506692,-0.2665661853661025,-0.5484534654360237,-0.16436057046716165,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,56.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92.0,89.0
392,1.1248187450939269,4.338336191617326,1.1608757355124304,0.24309351634668575,-0.09812006376636431,-0.16436057046716165,1.0,6.0,71.39999999999999,28.6,0.0,71.43,28.57,2.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,90.0,75.0
476,-0.13236215183548086,-0.32512581792811696,-0.11397640851678692,-0.11488852873072514,-0.049358491840929955,-0.6809150689530434,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,96.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,149.0,1.0
1229,-0.4559583119905406,-0.32512581792811696,-0.44212111671343424,-0.5450628710636716,-0.43116610778114167,-0.16436057046716165,1.0,5.0,100.0,0.0,0.0,0.0,100.0,1.0,31.0,0.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,34.0,89.0
519,-0.554619373074335,-0.32512581792811696,-0.5421689821893407,-0.4778003044034738,-0.5475752286448898,-0.7946208380053232,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,15.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,65.0,54.0
107,5.46114957177791,-0.32512581792811696,5.558159105885245,18.28869957234801,6.550365605327287,0.3890279392304994,1.0,1.0,100.0,0.0,0.0,0.0,100.0,5.0,61.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,129.0,63.0
347,-0.19579558875876438,-0.01001744291089324,-0.17830148159283044,-0.4357146385365961,-0.2277260525181245,-0.6809150689530434,1.0,6.0,60.7,12.9,6.2,17.64,82.36,3.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,84.0,77.0
1097,-0.5033851807182292,-0.32512581792811696,-0.49021462929365367,-0.49630715980288187,-0.4871245581896733,0.3890279392304994,1.0,3.0,100.0,0.0,0.0,0.0,100.0,2.0,26.0,0.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,137.0,63.0
1025,-0.5443567256468713,-0.32512581792811696,-0.5317620804393433,-0.23262002140077764,-0.5354664417370437,-0.6809150689530434,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,93.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,46.0,90.0
223,0.005136245084209647,-0.32512581792811696,0.025454700038699297,1.462047242505504,0.11287438230180463,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,2.0,93.0
1029,-0.44774424180950895,-0.32512581792811696,-0.4337915875207212,0.06533831904172334,-0.4214744150506641,-0.20867931955090507,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,43.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,69.0,69.0
327,0.036022993343116844,-0.32512581792811696,0.056775600106567216,1.557303713381272,0.14931732313036086,-0.16436057046716165,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,15.0,0.0,85.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,20.0,89.0
1101,-0.33170650298909754,-0.32512581792811696,-0.3161227934077843,-0.3198182498937606,-0.28456273971779,0.5537247638984673,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,12.0,100.0
102,-0.3068271581023642,-0.32512581792811696,-0.2908937382667442,-0.09569773227672661,-0.2552078692743145,-0.4969845221187181,1.0,2.0,100.0,0.0,0.0,0.0,100.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,83.0,60.0
1191,-0.4136693540416849,-0.32512581792811696,-0.3992377346627386,0.1704271916884171,-0.38126982283353433,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,3.0,49.0,0.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,22.0,34.0
620,-0.45873146639809015,-0.32512581792811696,-0.44493325126847205,0.0314530997154745,-0.4344381227286405,-0.42849418777890996,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,38.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,35.0,72.0
475,-0.3585685544712523,-0.32512581792811696,-0.34336242456085864,0.3403611603119612,-0.31625698426862225,-0.4938446837110081,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,58.0,0.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,146.0,57.0
213,4.982994516091394,-0.32512581792811696,5.073282983913282,1.4968415526979697,5.986195617111272,-0.20867931955090507,1.0,8.0,100.0,0.0,0.0,0.0,100.0,2.0,83.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,14.0,72.0
707,-0.45303365508566645,-0.32512581792811696,-0.4391553501043207,0.04902547064905078,-0.4277153366726156,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,80.0
135,4.7404917143955805,3.3410134533308313,4.827371502574286,-0.22584444020686573,4.495625710375014,2.5408838362441997,1.0,36.0,90.1,19.5,0.0,18.79,81.21,2.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,97.0
852,1.115504635041017,-0.32512581792811696,1.1514307040140372,4.886485882425836,1.4229860584775487,0.4928554894001949,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,47.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,126.0,52.0
246,0.7994835997521851,1.922268748636166,0.8309675985211749,0.07586819157711451,0.3117755854761298,2.5408838362441997,1.0,6.0,58.1,36.7,0.0,41.93,58.07,2.0,98.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,115.0,49.0
1286,-0.2661190957777648,-0.32512581792811696,-0.24961347330205583,-0.03292475402845989,-0.2071768660069915,-0.6809150689530434,1.0,2.0,100.0,0.0,0.0,0.0,100.0,3.0,87.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,42.0,77.0
1049,-0.4550361228763911,-0.32512581792811696,-0.44118596507992996,-0.4466034140515058,-0.4300780268009758,-0.16436057046716165,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,132.0,89.0
1173,-0.5419063374292741,-0.32512581792811696,-0.5292772489560319,-0.45819644550069794,-0.5325752551326028,-0.7946208380053232,1.0,2.0,100.0,0.0,0.0,0.0,100.0,2.0,26.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,18.0,98.0
1028,0.14389277143820414,1.6788404318998873,0.16616162260846634,0.1691067245084374,-0.38177500328861136,-0.16436057046716165,1.0,3.0,66.7,33.300000000000004,0.0,66.67,33.33,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,106.0,75.0
1092,-0.5554427562119685,-0.32512581792811696,-0.5430039390049696,-0.5498233177665359,-0.5485467295200379,-0.6809150689530434,1.0,3.0,100.0,0.0,0.0,0.0,100.0,3.0,75.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,82.0,77.0
1003,-0.5583213036611352,-0.32512581792811696,-0.5459229480324079,-0.27568756634780855,-0.5519430965795558,-0.6809150689530434,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,51.0,16.0
981,-0.37506915254942724,-0.32512581792811696,-0.36009495914605993,0.28947238668351194,-0.33572586180659053,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,52.0,0.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,88.0,18.0
365,-0.26814791182889375,-0.32512581792811696,-0.2516708068957652,-0.036053245501027224,-0.20957064416335647,-0.6809150689530434,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,49.0,0.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,120.0,53.0
248,0.6889789956166706,1.4177404968349403,0.7189097142092635,0.374266694517902,0.34714598933852253,2.5408838362441997,1.0,4.0,54.2,37.7,7.5,35.11,64.89,4.0,77.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,64.0,97.0
736,-0.36045245509015766,-0.004812950230428586,-0.34527280575501734,-0.34936963499067697,-0.4237127530670053,-0.6809150689530434,1.0,3.0,73.2,26.8,0.0,26.81,73.19,2.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,112.0,13.0
26,-0.3308962939816662,-0.32512581792811696,-0.3153011959012056,-0.13281301747400276,-0.28360678285664426,-0.4579573386422699,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,74.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,29.0,97.0
836,-0.5142933605255976,-0.32512581792811696,-0.5012761371871042,-0.4156164576662749,-0.4999950017836356,-0.16436057046716165,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,45.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,47.0,89.0
284,-0.36331124134402115,-0.32512581792811696,-0.34817177581888054,0.3257344469337243,-0.3218528293094754,-0.42849418777890996,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,55.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,34.0,72.0
417,-0.21003023644217203,-0.32512581792811696,-0.1927362150214213,0.7984616973664643,-0.14099822639190165,-0.42849418777890996,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,101.0,60.0
907,0.3608377605418741,-0.32512581792811696,0.3861560443903452,2.559050745873272,0.5325627603657918,-0.42849418777890996,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,94.0
680,-0.4308286586299667,-0.32512581792811696,-0.416638234700443,-0.28691153737763614,-0.4015159010716211,-0.6809150689530434,1.0,2.0,100.0,0.0,0.0,0.0,100.0,2.0,73.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,72.0,62.0
898,-0.3779938094543014,-0.14599664258048797,-0.3630607257551735,-0.36740248330223174,-0.39802626992808904,-0.16436057046716165,1.0,3.0,90.6,9.4,0.0,15.83,84.17,2.0,48.0,0.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,110.0,89.0
3,0.4634642348165114,1.1415948465664678,0.49022506189032006,-0.4931696485237313,0.17178619537078654,0.3890279392304994,1.0,18.0,70.3,38.7,0.0,35.31,64.69,3.0,38.0,0.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,129.0,75.0
134,0.6638427551909957,-0.32512581792811696,0.6934201525417473,-0.3425912300284878,0.8900750824202994,2.5408838362441997,1.0,12.0,100.0,0.0,0.0,0.0,100.0,2.0,73.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,76.0,91.0
837,-0.5404967054976455,-0.32512581792811696,-0.6516405042691603,-0.22071550190126818,-0.5309120456343492,-0.16436057046716165,5.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,136.0,89.0
355,0.13370916879195321,-0.32512581792811696,-0.26337690145088116,0.5836216871837637,0.2645761869579336,-0.16436057046716165,2.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,9.0,89.0
292,0.37189085578146597,-0.32512581792811696,0.39736450468334633,2.593139113996441,0.5456041881137801,-0.42849418777890996,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,68.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,84.0,25.0
698,-0.5223559282093047,-0.32512581792811696,-0.5094520343257415,-0.4280491640377763,-0.5095079383530859,-0.16436057046716165,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,79.0,60.0
1132,-0.47374338776342384,-0.32512581792811696,-0.46015618393101654,-0.3530872579743122,-0.452150526684341,-0.4579573386422699,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,21.0,0.0,79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,84.0,92.0
1112,-0.4559583119905406,-0.32512581792811696,-0.44212111671343424,0.04000566406580469,-0.43116610778114167,-0.16436057046716165,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,125.0,89.0
1257,-0.5486317308974643,-0.32512581792811696,-0.5360971762260881,-0.24580437832088287,-0.5405104742808127,-0.6809150689530434,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,35.0,0.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,132.0,32.0
900,-0.42760758379554453,-0.041244398993681174,-0.41337188363770305,-0.41840636103901574,-0.490979473662261,0.4928554894001949,1.0,3.0,49.9,40.7,0.0,29.77,70.23,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,120.0,5.0
1002,-0.5587165275671993,-0.32512581792811696,-0.5463237273039098,-0.48411823198768444,-0.5524094169996269,-0.4969845221187181,1.0,2.0,100.0,0.0,0.0,0.0,100.0,2.0,55.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,19.0,69.0
228,0.7118163503220729,2.40079819381998,0.029739698416506352,0.17523369222354326,0.051125786677390234,2.5408838362441997,2.0,5.0,49.5,0.0,0.0,54.03,45.97,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,70.0,83.0
643,-0.5107626936314252,-0.32512581792811696,-0.49769584236168785,-0.12901413497159955,-0.49582920603100045,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,36.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,94.0,60.0
225,0.0951221414298977,-0.32512581792811696,0.11670546050514068,1.7395688139778573,0.2190477699449922,-0.42849418777890996,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,2.0,97.0
226,0.22382680643966263,0.73299485758017,0.2472192302697112,-0.287354117346606,0.023278685592144566,2.5408838362441997,1.0,7.0,59.0,0.0,0.0,32.13,67.87,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,68.0,81.0
842,-0.3113590588918989,-0.32512581792811696,-0.6051688118076183,0.4859579030644944,-0.2605550100911297,-0.16436057046716165,5.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,48.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,89.0
369,-0.040419897154775675,-0.32512581792811696,-0.020741790656411494,1.3215495345556616,0.05912318188160954,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,49.0,0.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,12.0,83.0
1064,-0.42971544462788624,-0.32512581792811696,-0.41550937308571284,0.12094014475871558,-0.40020243188842086,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,41.0,0.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,24.0,75.0
844,-0.395719601641275,-0.32512581792811696,-0.38103567608203054,0.2257852388491054,-0.36009110375530534,-0.6809150689530434,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,41.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,29.0,77.0
339,-0.08036385992765119,-0.32512581792811696,-0.061247215696196323,1.1983601041033998,0.011993731426424022,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,60.0
419,-0.2899642714436305,-0.32512581792811696,-0.27379382268266617,-0.06969468627097211,-0.235311531351281,-0.4969845221187181,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,36.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,112.0,16.0
1217,-0.5092608427883817,-0.32512581792811696,-0.49617288112998087,-0.502347443926342,-0.4940571884347303,-0.16436057046716165,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,48.0,0.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,122.0,89.0
603,-0.5455094620395582,-0.32512581792811696,-0.5329310199812236,-0.2361751253468769,-0.5368265429622511,-0.16436057046716165,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,32.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,140.0,89.0
1176,-0.5243320477396249,-0.32512581792811696,-0.5114559306832506,-0.1708627871371107,-0.5118395404534414,-0.42849418777890996,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,35.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,21.0,82.0
