,PropertyGFATotal,PropertyGFAParking,GFA_par_Building,GFA_par_Floor,GFABuilding_s,PrimaryPropertyType_T_Encoded,NumBuildings,NmbFloors,LargestUseType_GFA_proportion,SecondUseType_GFA_proportion,ThirdUseType_GFA_proportion,Ratio_Parking,Ratio_Building,Nombre_Usage_Type,proportion_Electricity,proportion_Steam,proportion_NaturalGas,Neighborhood_H_DOWNTOWN,Neighborhood_H_NORTHEAST,Neighborhood_H_EAST,Neighborhood_H_LAKE UNION,Neighborhood_H_GREATER DUWAMISH,Neighborhood_H_MAGNOLIA / QUEEN ANNE,Neighborhood_H_BALLARD,Neighborhood_H_NORTHWEST,Neighborhood_H_CENTRAL,Neighborhood_H_SOUTHEAST,Neighborhood_H_DELRIDGE,Neighborhood_H_NORTH,Neighborhood_H_SOUTHWEST,BuildingType_H_NonResidential,BuildingType_H_Nonresidential COS,BuildingType_H_Campus,BuildingType_H_SPS-District K-12,Age_Building_groupe_L,Co_stratification,ENERGYSTARScore
1080,-0.5412608050493694,-0.32512581792811696,-0.528622642812579,-0.22307202794553968,-0.5318135984464868,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,15.0,27.0
44,0.4860842163735784,-0.32512581792811696,0.5131629955292747,0.5208859461099724,0.6803397014863224,0.4928554894001949,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,59.0,0.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,117.0,48.0
1100,-0.3713145254418186,-0.32512581792811696,-0.3562875560667926,0.3010518681079495,-0.3312958178159151,-0.7946208380053232,1.0,1.0,100.0,0.0,0.0,0.0,100.0,3.0,23.0,77.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,33.0,69.0
1193,-0.5389553322639956,-0.32512581792811696,-0.5262847637288183,-0.4536459124496909,-0.529093395996072,-0.4969845221187181,1.0,2.0,100.0,0.0,0.0,0.0,100.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,14.0,60.0
571,-0.5343443866932481,-0.32512581792811696,-0.6020988425879142,-0.4465357045574924,-0.5236529910952425,0.3890279392304994,2.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,52.0,0.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,69.0,91.0
815,-0.4131423888335995,-0.32512581792811696,-0.3987033623007361,-0.4754844081185863,-0.3806480622734395,-0.4969845221187181,1.0,4.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,100.0
726,-0.5275465355089461,-0.15224203379704557,-0.5147156020914655,-0.5636916157412316,-0.5724301070346793,-0.060662129925955106,1.0,4.0,32.1,31.8,8.3,29.08,70.92,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,78.0,41.0
302,-0.26210098606611343,-0.32512581792811696,-0.24553888404178725,0.6378725734012383,-0.20243594173626867,-0.6809150689530434,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,54.0,0.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,66.0,89.0
270,-0.060464336257325176,0.4723207446436244,-0.04106797937607924,-0.04097621124142759,-0.22651361942593964,-0.6809150689530434,1.0,3.0,64.8,35.099999999999994,0.0,35.1,64.9,2.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,112.0,70.0
310,0.25921910722770025,1.2508891928562256,0.2831090140327,-0.10393338450386169,-0.10510709806042957,2.5408838362441997,1.0,5.0,54.3,46.1,0.0,46.08,53.92,2.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,92.0,62.0
1237,1.073097109920342,-0.32512581792811696,1.108427088181891,-0.19614556908338546,1.37294987740392,2.5408838362441997,1.0,11.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,75.0,88.0
997,-0.5162101964700083,-0.32512581792811696,-0.503219916653888,-0.14581454047688,-0.5022566558209803,-0.20867931955090507,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,82.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,97.0,68.0
330,1.2249026122395519,2.0447162673365527,1.2623664063657434,0.7874713474530946,0.7734949774025252,2.5408838362441997,1.0,4.0,66.9,38.2,0.0,34.4,65.6,2.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,98.0
1179,3.958534629182714,-0.32512581792811696,4.034423034253392,1.6996500753830859,4.777446456244982,2.5408838362441997,1.0,6.0,100.0,0.0,0.0,0.0,100.0,3.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,80.0,82.0
195,-0.29352128659820714,-0.32512581792811696,-0.2774008361261826,-0.5372924295814832,-0.23950841513192087,-0.6809150689530434,1.0,8.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,74.0,77.0
1005,-0.3527785242474136,-0.32512581792811696,-0.5675561247140248,0.3582179395612254,-0.30942539011458065,-0.4969845221187181,3.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,74.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,98.0,60.0
420,0.04405262570131857,-0.32512581792811696,0.06491809897257937,1.5820675517258147,0.1587913996648053,-0.42849418777890996,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,68.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,8.0,87.0
70,0.5649050373729564,-0.32512581792811696,0.5930917415757895,0.08461713986942726,0.7733395372625015,0.3890279392304994,1.0,5.0,100.0,0.0,0.0,0.0,100.0,2.0,68.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,32.0,98.0
646,-0.5580578210570925,-0.32512581792811696,-0.5456557618514066,-0.2748749711601287,-0.5516322162995083,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,5.0,65.0
10,1.3881037371836091,1.0375049929571747,1.4278615268778985,-0.4968291912663271,1.2969551929463337,0.3890279392304994,1.0,33.0,93.5,18.2,0.0,18.23,81.77,2.0,62.0,19.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,103.0,58.0
824,-0.32479667169807735,0.21543171729287117,-0.30911583581102736,-0.3127148271713793,-0.4540002643506231,-0.060662129925955106,1.0,3.0,43.0,42.0,17.1,40.87,59.13,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,100.0,75.0
795,-0.43066398200244,-0.32512581792811696,-0.4164712433373172,0.1180148020830682,-0.40132160089659147,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,13.0,2.0
629,-0.49948563817839703,-0.2344257045785647,-0.48626027381483566,-0.49229836364862134,-0.5123214048875149,-0.6809150689530434,1.0,3.0,100.0,0.0,0.0,13.04,86.96,2.0,97.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,23.0,91.0
520,-0.3769069437126252,-0.32512581792811696,-0.3619585827585435,0.2838045352494451,-0.3378942517599211,-0.42849418777890996,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,28.0,0.0,72.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,66.0,49.0
459,-0.3078020437373223,-0.32512581792811696,-0.2918823271364487,-0.09720103337393429,-0.2563581263104898,-0.16436057046716165,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,45.0,0.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,28.0,89.0
64,-0.03812101143450299,0.520651556217212,-0.01841059122717586,-0.018006867479597632,-0.21602918198134116,-0.6809150689530434,1.0,3.0,64.0,36.0,0.0,35.96,64.04,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,105.0,63.0
969,-0.3888822280663666,-0.32512581792811696,-0.37410219468504885,0.24687208396939694,-0.3520237604880754,-0.060662129925955106,1.0,1.0,100.0,0.0,0.0,0.0,100.0,3.0,83.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,45.0,60.0
996,-0.4056001992928768,-0.32512581792811696,-0.39105515786957623,-0.2480085427674644,-0.37174911425708274,-0.4579573386422699,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,25.0,0.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,86.0,71.0
970,-0.21478609744514301,0.21396499662837656,-0.1975589255884933,-0.39630513303106385,-0.3237181109897598,-0.6809150689530434,1.0,5.0,68.60000000000001,31.4,0.0,31.38,68.62,2.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,74.0,84.0
1239,1.10639472400624,-0.32512581792811696,1.1421927418059201,-0.18680996769532734,1.41223737279491,2.5408838362441997,1.0,11.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,67.0,88.0
988,-0.39565373099026435,-0.32512581792811696,-0.3809688795367802,0.22598838764602536,-0.3600133836852935,-0.4938446837110081,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,64.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,135.0,6.0
794,-0.4198743693668909,-0.32512581792811696,-0.40552996922531725,-0.41045647822450804,-0.3885910534286505,-0.4969845221187181,1.0,3.0,100.0,0.0,0.0,0.0,100.0,2.0,59.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,106.0,3.0
1240,-0.050853808274867164,-0.32512581792811696,-0.03132236342405977,-0.031096414856180272,0.046812322791732586,-0.4579573386422699,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,24.0,0.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,51.0,97.0
1098,-0.46121478994119275,-0.32512581792811696,-0.44745148102440857,-0.452955206540163,-0.43736816936808726,-0.6809150689530434,1.0,3.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,125.0,2.0
358,-0.30465342661901185,-0.32512581792811696,-0.28868945227348414,-0.39183789098679395,-0.25264310696392345,-0.6809150689530434,1.0,4.0,100.0,0.0,0.0,0.0,100.0,4.0,65.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,29.0,77.0
1248,-0.25507258760327406,-0.32512581792811696,-0.23841169266357973,-0.015890727406721487,-0.19414321026600434,-0.4938446837110081,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,98.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,134.0,84.0
528,-0.505413996769358,-0.32512581792811696,-0.4922719628873631,-0.40192422875386985,-0.48951833634603825,-0.6809150689530434,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,72.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,96.0,12.0
722,-0.26759459836040406,0.25673646374783154,-0.25110971591566267,-0.363265012700002,-0.40007807977640186,-0.6809150689530434,1.0,4.0,64.4,33.1,0.0,38.08,61.92,2.0,48.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,89.0,92.0
944,-0.4892361648811354,-0.32512581792811696,-0.47586673137388824,-0.5341537806690698,-0.47043028715112806,-0.060662129925955106,1.0,4.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,46.0,77.0
831,-0.19178406611221405,0.32087000764210283,-0.1742335719870869,-0.17597537196455623,-0.3316999621799767,-0.6809150689530434,1.0,3.0,100.0,0.0,0.0,35.88,64.12,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,32.0,91.0
638,-0.37171633641298374,-0.32512581792811696,-0.35669501499281947,0.29981266044673777,-0.3317699102429874,-0.4579573386422699,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,66.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,24.0,94.0
322,0.417611674647978,-0.32512581792811696,0.44372798674158287,1.021407344546271,0.5995496887090048,-0.20867931955090507,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,85.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,41.0,78.0
1038,-0.4299196436460193,-0.32512581792811696,-0.41571644237598876,-0.2855098106788885,-0.40044336410545756,-0.6809150689530434,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,70.0,93.0
1253,-0.2131656794302803,-0.32512581792811696,-0.19591573057533582,-0.32129954997626187,-0.1446977017244657,-0.4969845221187181,1.0,4.0,100.0,0.0,0.0,0.0,100.0,1.0,97.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,16.0,55.0
649,-0.43009749440374817,-0.03178168502919998,-0.41589679304816457,-0.4885570332003855,-0.49702609510918294,-0.6809150689530434,1.0,4.0,61.0,31.1,6.4,31.06,68.94,4.0,84.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,77.0
982,-0.45569482938649786,-0.32512581792811696,-0.44185393053243305,0.04081825925348452,-0.4308552275010943,-0.42849418777890996,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,69.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,5.0,60.0
131,-0.20960866427570368,-0.32512581792811696,-0.19230871713181935,-0.39311163394348214,-0.14050081794382582,-0.6809150689530434,1.0,5.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,88.0,61.0
15,2.866293842384046,-0.32512581792811696,2.9268294395309384,0.4064048341906392,3.488723343336498,-0.16436057046716165,1.0,10.0,100.0,0.0,0.0,0.0,100.0,1.0,54.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,113.0,76.0
1111,-0.5336856801831413,-0.32512581792811696,-0.5209410401087939,-0.1997099162997446,-0.5228757903951241,-0.7946208380053232,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,56.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,38.0,73.0
427,0.6415982363446895,1.7768978053568238,0.6708629592107193,0.33773546211177075,0.17324733268700931,2.5408838362441997,1.0,4.0,51.9,15.8,3.1,43.85,56.15,3.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,107.0,73.0
906,-0.48654205525479866,-0.32512581792811696,-0.47313475267315075,-0.47899211745036413,-0.4672515362876434,-0.6809150689530434,1.0,3.0,100.0,0.0,0.0,0.0,100.0,3.0,90.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,93.0,55.0
960,-0.4190707474245606,-0.32512581792811696,-0.4047150513732636,-0.26878050725253,-0.38764286857450597,-0.7946208380053232,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,59.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,30.0,58.0
1088,-0.2874611867052247,0.3136073746743635,-0.2712555539631546,-0.06583485912949293,-0.4422023577228243,-0.16436057046716165,1.0,2.0,58.9,37.6,0.0,43.85,56.15,2.0,79.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,130.0,89.0
187,9.428631101062498,11.80153138183382,9.581408541474453,-0.012722053102123324,7.247561265375584,2.5408838362441997,1.0,46.0,65.2,24.5,3.5000000000000004,33.36,66.64,6.0,95.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,70.0,89.0
191,0.17854732093492215,-0.32512581792811696,0.2013032850646517,-0.4225113278337383,0.3174802386149996,2.5408838362441997,1.0,10.0,100.0,0.0,0.0,0.0,100.0,3.0,95.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,71.0,72.0
103,0.4164918735807965,0.019482567873376877,0.4425924454723277,-0.3111054214575403,0.4850136215325423,0.3890279392304994,1.0,9.0,80.10000000000001,12.2,5.5,8.65,91.35,3.0,49.0,0.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,115.0,64.0
1024,-0.5321706552098957,-0.32512581792811696,-0.5194047195680369,-0.4431837494083131,-0.5210882287848515,-0.5631101842009172,1.0,2.0,100.0,0.0,0.0,0.0,100.0,2.0,74.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,69.0,60.0
60,-0.054740176684497203,0.548613875982254,-0.03526335959382776,-0.3632108329158634,-0.24482446792073137,0.3890279392304994,1.0,6.0,61.9,38.1,0.0,38.11,61.89,2.0,51.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,114.0,56.0
442,0.18297382868283973,-0.32512581792811696,0.20579201290547217,-0.4211461679184362,0.32270302731979583,2.5408838362441997,1.0,10.0,100.0,0.0,0.0,0.0,100.0,2.0,59.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,25.0,97.0
361,-0.2528000501434056,-0.32512581792811696,-0.2361072118524442,-0.3518582077529464,-0.19146186785059552,-0.6809150689530434,1.0,4.0,100.0,0.0,0.0,0.0,100.0,2.0,62.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,123.0,31.0
364,1.2030137949087034,-0.32512581792811696,1.2401699143790672,0.1440555728204108,1.5262371714882907,2.5408838362441997,1.0,7.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,115.0,43.0
1190,-0.5348450036409292,-0.32512581792811696,-0.5221166593051992,-0.20328533512553584,-0.5242436636273327,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,10.0,60.0
655,-0.4311909472105254,-0.32512581792811696,-0.41700561569931965,-0.4894001007076033,-0.4019433614566863,-0.6809150689530434,1.0,4.0,100.0,0.0,0.0,0.0,100.0,1.0,21.0,70.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,94.0,92.0
445,-0.3557163552824899,-0.32512581792811696,-0.3404701341515204,-0.5179154269402279,-0.31289170523710913,-0.6809150689530434,1.0,6.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,74.0,57.0
743,-0.500842573589217,-0.22444254134603706,-0.48763628264699194,-0.49369330517755183,-0.5172022252842591,0.3890279392304994,1.0,3.0,65.10000000000001,0.0,0.0,14.58,85.42,1.0,40.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,54.0,95.0
1194,-0.4907380157241789,-0.32512581792811696,-0.47738969260559516,-0.3792934527769866,-0.4722023047473982,-0.16436057046716165,1.0,2.0,100.0,0.0,0.0,0.0,100.0,3.0,29.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,89.0,89.0
82,1.2769009041473816,1.2937552871153255,1.315095599186334,-0.1390053584719575,1.081561790915494,-0.16436057046716165,1.0,11.0,83.6,0.0,0.0,22.88,77.12,1.0,47.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,145.0,89.0
1289,-0.42171874759518985,-0.32512581792811696,-0.4074002724923258,-0.5867134531521857,-0.39076721538898235,-0.4938446837110081,1.0,8.0,100.0,0.0,0.0,0.0,100.0,1.0,92.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,140.0,44.0
858,-0.4944267721807769,-0.32512581792811696,-0.48113029913961225,-0.07863323333545022,-0.47655462866806175,-0.16436057046716165,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,23.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,42.0,89.0
814,-0.49434772739956406,-0.32512581792811696,-0.48105014328531187,-0.538094867329317,-0.47646136458404753,-0.6809150689530434,1.0,4.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,29.0,82.0
587,-0.5514707559560246,-0.32512581792811696,-0.6538661651569004,-0.5457400269484448,-0.5438602092983235,-0.4579573386422699,5.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,49.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,100.0,44.0
1211,-0.5388104168317721,-0.32512581792811696,-0.5261378113292676,-0.5327249742356928,-0.5289224118420459,-0.6809150689530434,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,12.0,0.0,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,130.0,65.0
252,-0.11884549424808963,0.1578511028190031,-0.10026975743142438,-0.33712788848828035,-0.19208362841069032,-0.6809150689530434,1.0,5.0,76.5,17.4,0.0,23.42,76.58,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,78.0,69.0
