,SiteEnergyUse_kBtu_log,TotalGHGEmissions_log
0,22.78483809679361,7.9656688644419456
1,22.99988390703982,8.20877084844755
2,22.69595363443064,8.162038794753222
3,23.756601621844315,8.980168145574938
4,23.526907040858557,8.23749679786397
5,22.457335535611126,7.460578760776026
6,23.710178668002868,8.615298579092116
7,23.933068417684634,9.433084635785441
8,24.68330592990365,9.533271322417331
9,22.65317254460096,8.3585632960037
10,24.412180200365867,9.34122969931615
11,23.35783459896551,8.998280139381537
12,24.147934689309178,7.502871574574138
13,25.000099746489234,9.649058534522158
14,23.275631212326978,8.448405435069198
15,25.42292349720606,10.305252368089503
16,25.51231136384806,10.730852201226472
17,21.804804574220515,6.492013386873797
18,23.435386040613913,8.6000615659686
19,20.321395263044533,3.1906148602094975
20,22.345176732021645,8.003208679838012
21,23.39909795613994,8.360320376927149
22,22.08754895140541,7.004950759951045
23,21.983260847682548,7.3016790924271255
24,22.66894556145348,7.7481928495894605
25,25.414776610256787,8.284662185483166
26,20.654278519789017,4.975905273523699
27,22.560682912876324,7.028569152196771
28,21.49293430143915,6.389910925071665
29,22.737839001598843,7.953323448582965
30,23.946208891399735,8.20618410450223
31,23.18497701121381,6.05484847699562
32,22.27411563481928,5.1440463696167065
33,22.206977071339125,5.88728155166999
34,22.350651119511923,7.070174625154059
35,22.364869106926964,7.827692021224404
36,22.333292682452974,7.177818155119876
37,22.67899614473508,7.643495470922767
38,22.47446918732469,7.3433189836610735
39,22.70491068219053,7.255123014847789
40,21.625239287983803,7.1931803537426156
41,22.347687864530187,7.423241995973661
42,21.686546263824958,6.459103696135399
43,21.821470378794505,6.067380578019059
44,23.99343581796414,8.751008388409636
45,22.791291288271626,8.037546953962178
46,23.883260375792645,8.912799539138266
47,20.001611608849494,5.287620044112067
48,23.717741678589565,7.117383366931484
49,24.21395670030939,9.0412484589246
50,24.337627345884385,9.246526850060885
51,22.908710170668748,8.42710328715284
52,24.02038987439145,9.651410525912999
53,25.239211442673593,9.270342052680231
54,21.251029856255837,6.6700188442644
55,19.74047746721662,2.611172380044005
56,24.152665023181292,8.938785660749332
57,21.990337027013073,4.859969548221026
58,25.12798051065732,9.396797413059364
59,21.72908463824926,5.6076262208454875
60,22.297700230317595,7.249255699936582
61,22.37755344114176,7.578938713093386
62,21.335860813991275,6.301038849903148
63,22.568446501977217,7.926177371607151
64,22.223690650026175,5.093391153253013
65,22.60005785350707,5.469885976274464
66,22.02024513991821,7.061560209107974
67,21.78418191957951,6.991975274237168
68,23.488081490671696,8.793538284938975
69,21.628656011558096,6.476057595677545
70,22.63333806121225,7.153704019667541
71,26.02095478916042,10.958915156091349
72,23.158597053829123,7.465566404809399
73,22.92197183369188,7.83541884047548
74,21.544986122240083,6.215872702903665
75,25.190906635342973,9.758606327663639
76,23.960122958573365,7.794545833022045
77,22.020174590377028,5.9356954630318395
78,20.89511149711416,6.6504773698971045
79,21.9731168125969,6.704041954821288
80,22.994378817228224,7.7994759108011715
81,23.639943277289785,8.722431869354649
82,25.961396326004287,11.005498237678527
83,21.628487369883366,5.631686366311998
84,24.72426944303833,9.498789383797
85,22.792566515690428,7.855055329467986
86,23.063483462876512,6.050936965225225
87,21.605680256198543,6.387155717662981
88,25.097138078717915,8.503110174597984
89,21.002025221413263,6.117695042669754
90,22.68524091752289,8.216406360596165
91,21.489491287004974,5.161081482277184
92,23.13793407278653,8.528024266222822
